problem,dim,seed,panel,point_index,chart_point,clean_target_y,observed_target_y
GMM,2,27182,test,677,"[0.15933188050985336, -0.35757372342050076]",-0.985082097195828,-0.985082097195828
GMM,2,27182,test,678,"[0.9362277947366238, 0.5608975682407618]",-0.8877881232222772,-0.8877881232222772
GMM,2,27182,test,679,"[-0.9176752455532551, -0.9484112821519375]",-0.8408441308345035,-0.8408441308345035
GMM,2,27182,test,680,"[-0.7837980426847935, 0.3289125021547079]",-0.930567568146857,-0.930567568146857
GMM,2,27182,test,681,"[0.8043003790080547, -0.16184159368276596]",-0.9351352814160956,-0.9351352814160956
GMM,2,27182,test,682,"[0.04107329994440079, 0.9900128468871117]",-0.9065698784604709,-0.9065698784604709
GMM,2,27182,test,683,"[-0.06157848984003067, -0.5006802175194025]",-0.9752245733848296,-0.9752245733848296
GMM,2,27182,test,684,"[-0.3367329780012369, 0.7280708495527506]",-0.937823226145834,-0.937823226145834
GMM,2,27182,test,685,"[0.32599627040326595, -0.7783083133399487]",-0.9317918102957532,-0.9317918102957532
GMM,2,27182,test,686,"[0.5783860255032778, 0.07471076026558876]",-0.9667216022330738,-0.9667216022330738
GMM,2,27182,test,687,"[-0.5676464717835188, -0.4316073562949896]",-0.9507845742245814,-0.9507845742245814
GMM,2,27182,test,688,"[-0.5310056898742914, 0.013926969841122627]",-0.9724257012309333,-0.9724257012309333
GMM,2,27182,test,689,"[0.5104923900216818, -0.4953208304941654]",-0.9510225944113017,-0.9510225944113017
GMM,2,27182,test,690,"[0.27262541837990284, 0.6672716550529003]",-0.9494554562981042,-0.9494554562981042
GMM,2,27182,test,691,"[-0.2521149944514036, -0.8420371990650892]",-0.9261904353282198,-0.9261904353282198
GMM,2,27182,test,692,"[-0.09956561401486397, 0.9287406336516142]",-0.9165528505499169,-0.9165528505499169
GMM,2,27182,test,693,"[0.1103132925927639, -0.5648821294307709]",-0.9677973703203948,-0.9677973703203948
GMM,2,27182,test,694,"[0.8568131551146507, 0.267625167965889]",-0.9227081144163043,-0.9227081144163043
GMM,2,27182,test,695,"[-0.8675579652190208, -0.226058604195714]",-0.9231423900613251,-0.9231423900613251
GMM,2,27182,test,696,"[-0.9856334701180458, 0.6216804347932339]",-0.8733573226939914,-0.8733573226939914
GMM,2,27182,test,697,"[0.9729331508278847, -0.8846987318247557]",-0.8418730580336411,-0.8418730580336411
GMM,2,27182,test,698,"[0.24400730058550835, 0.21247229166328907]",-0.98972645974273,-0.98972645974273
GMM,2,27182,test,699,"[-0.23130983486771584, -0.293845821171999]",-0.9863943317265608,-0.9863943317265608
GMM,2,27182,test,700,"[-0.3857520502060652, 0.44322532415390015]",-0.9662340858105978,-0.9662340858105978
GMM,2,27182,test,701,"[0.4043117333203554, -0.04752876050770283]",-0.9837547435690968,-0.9837547435690968
GMM,2,27182,test,702,"[0.6285037901252508, 0.844571141526103]",-0.8951497633126012,-0.8951497633126012
GMM,2,27182,test,703,"[-0.647060627117753, -0.646121934056282]",-0.9202462906903994,-0.9202462906903994
GMM,2,27182,test,704,"[-0.6276709996163845, 0.5468289013952017]",-0.9332614119498465,-0.9332614119498465
GMM,2,27182,test,705,"[0.6481833346188068, -0.963395468890667]",-0.8745780447796624,-0.8745780447796624
GMM,2,27182,test,706,"[0.3849211484193802, 0.13571345061063766]",-0.9836298208486736,-0.9836298208486736
GMM,2,27182,test,707,"[-0.4054325520992279, -0.3745719585567713]",-0.970315177944016,-0.970315177944016
GMM,2,27182,test,708,"[-0.24313110299408436, 0.39718242920935154]",-0.978700365413621,-0.978700365413621
GMM,2,27182,test,709,"[0.23238439671695232, -0.09741688892245293]",-0.9938767431017461,-0.9938767431017461
GMM,2,27182,test,710,"[0.9847553763538599, 0.800527099519968]",-0.8512998446919132,-0.8512998446919132
GMM,2,27182,test,711,"[-0.9740096088498831, -0.6941332425922155]",-0.8672671565634062,-0.8672671565634062
GMM,2,27182,test,712,"[-0.8557519521564245, 0.09097669273614883]",-0.9289336995016806,-0.9289336995016806
GMM,2,27182,test,713,"[0.8684513214975595, -0.4144259039312601]",-0.9118972874899473,-0.9118972874899473
GMM,2,27182,test,714,"[0.09850632958114147, 0.7423224952071905]",-0.9455608711947691,-0.9455608711947691
GMM,2,27182,test,715,"[-0.1112047303467989, -0.7630190625786781]",-0.9427659347386504,-0.9427659347386504
GMM,2,27182,test,716,"[-0.27148936688899994, 0.9730755276978016]",-0.9031017726731999,-0.9031017726731999
GMM,2,27182,test,717,"[0.252930611371994, -0.516702001914382]",-0.9678060206851967,-0.9678060206851967
GMM,2,27182,test,718,"[0.5298677124083042, 0.313867399469018]",-0.9628999314612681,-0.9628999314612681
GMM,2,27182,test,719,"[-0.5113099329173565, -0.17584910616278648]",-0.9714692778359831,-0.9714692778359831
GMM,2,27182,test,720,"[-0.5795221030712128, 0.2535565160214901]",-0.9610010364381977,-0.9610010364381977
GMM,2,27182,test,721,"[0.5668308287858963, -0.24104280583560467]",-0.9630219913343234,-0.9630219913343234
GMM,2,27182,test,722,"[0.3378709442913532, 0.9127799887210131]",-0.9096838251733743,-0.9096838251733743
GMM,2,27182,test,723,"[-0.32517873868346214, -0.5818803496658802]",-0.9569379255310092,-0.9569379255310092
GMM,2,27182,test,724,"[-0.04213449917733669, 0.6824999749660492]",-0.954426479518138,-0.954426479518138
GMM,2,27182,test,725,"[0.060685137286782265, -0.8277243841439486]",-0.9339756746511576,-0.9339756746511576
GMM,2,27182,test,726,"[0.7848573457449675, 0.031169353052973747]",-0.940339863474761,-0.940339863474761
GMM,2,27182,test,727,"[-0.8034089226275682, -0.4791160672903061]",-0.9166435329024966,-0.9166435329024966
GMM,2,27182,test,728,"[-0.9371039737015963, 0.8608370590955019]",-0.8508239041733661,-0.8508239041733661
GMM,2,27182,test,729,"[0.9166007023304701, -0.6289404667913914]",-0.8842203081472508,-0.8842203081472508
GMM,2,27182,test,730,"[0.17875965870916843, 0.45747698470950127]",-0.9762751557878343,-0.9762751557878343
GMM,2,27182,test,731,"[-0.15825541876256466, -0.0322395246475935]",-0.9976037587364271,-0.9976037587364271
GMM,2,27182,test,732,"[-0.4431890957057476, 0.1955349873751402]",-0.9770134960103404,-0.9770134960103404
GMM,2,27182,test,733,"[0.4539267458021641, -0.30986762046813965]",-0.9705193141426096,-0.9705193141426096
GMM,2,27182,test,734,"[0.7004688680171967, 0.6066353172063828]",-0.9177949318433933,-0.9177949318433933
GMM,2,27182,test,735,"[-0.7112074941396713, -0.898706229403615]",-0.8775218989628907,-0.8775218989628907
GMM,2,27182,test,736,"[-0.7362104076892138, 0.18350183963775635]",-0.9443283269668986,-0.9443283269668986
GMM,2,27182,test,737,"[0.7235120069235563, -0.3267224598675966]",-0.9392120794086883,-0.9392120794086883
GMM,2,27182,test,738,"[0.4936134610325098, 0.5301989000290632]",-0.9489667951138241,-0.9489667951138241
GMM,2,27182,test,739,"[-0.4809140916913748, -0.9800864607095718]",-0.8882882961371066,-0.8882882961371066
GMM,2,27182,test,740,"[-0.136391993612051, 0.7525749169290066]",-0.9432953908103334,-0.9432953908103334
GMM,2,27182,test,741,"[0.15494977310299873, -0.742024464532733]",-0.9446429151718377,-0.9446429151718377
GMM,2,27182,test,742,"[0.8781690150499344, 0.41373208351433277]",-0.9101677845433117,-0.9101677845433117
GMM,2,27182,test,743,"[-0.8967277705669403, -0.08092831447720528]",-0.9224861253121507,-0.9224861253121507
GMM,2,27182,test,744,"[-0.780361995100975, 0.6965217124670744]",-0.8966164017278889,-0.8966164017278889
GMM,2,27182,test,745,"[0.7598505914211273, -0.8088808357715607]",-0.884700284942668,-0.884700284942668
GMM,2,27182,test,746,"[0.02296394482254982, 0.10568000376224518]",-0.999000222821653,-0.999000222821653
GMM,2,27182,test,747,"[-0.002451609820127487, -0.3996614832431078]",-0.9844612711768832,-0.9844612711768832
GMM,2,27182,test,748,"[-0.3489847984164953, 0.35984008200466633]",-0.9753574414933054,-0.9753574414933054
GMM,2,27182,test,749,"[0.35973056592047215, -0.12993750348687172]",-0.9856910130894274,-0.9856910130894274
GMM,2,27182,test,750,"[0.60721087269485, 0.958444457501173]",-0.8792639205573943,-0.8792639205573943
GMM,2,27182,test,751,"[-0.617957578971982, -0.5312721114605665]",-0.9361536356918216,-0.9361536356918216
GMM,2,27182,test,752,"[-0.5333984848111868, 0.8981335703283548]",-0.8968053825925878,-0.8968053825925878
GMM,2,27182,test,753,"[0.5539027247577906, -0.5964658074080944]",-0.9363057972960941,-0.9363057972960941
GMM,2,27182,test,754,"[0.29165597073733807, 0.2995445467531681]",-0.982797975882205,-0.982797975882205
GMM,2,27182,test,755,"[-0.31215924210846424, -0.19511585496366024]",-0.9868011311234084,-0.9868011311234084
GMM,2,27182,test,756,"[-0.08639630675315857, 0.045857494696974754]",-0.9992312103447705,-0.9992312103447705
GMM,2,27182,test,757,"[0.0756576806306839, -0.4643668159842491]",-0.9784406394205657,-0.9784406394205657
GMM,2,27182,test,758,"[0.8290278799831867, 0.6367143616080284]",-0.8965623857570642,-0.8965623857570642
GMM,2,27182,test,759,"[-0.8182902298867702, -0.8735709879547358]",-0.8671311209541875,-0.8671311209541875
GMM,2,27182,test,760,"[-0.949970792979002, 0.47404204681515694]",-0.8937281867658883,-0.8937281867658883
GMM,2,27182,test,761,"[0.9626629985868931, -0.01573554240167141]",-0.9116574852748435,-0.9116574852748435
GMM,2,27182,test,762,"[0.19171831011772156, 0.812869468703866]",-0.9327072115197288,-0.9327072115197288
GMM,2,27182,test,763,"[-0.20440958440303802, -0.6768470965325832]",-0.9516783190049888,-0.9516783190049888
GMM,2,27182,test,764,"[-0.42827736027538776, 0.5900204256176949]",-0.9484010424118149,-0.9484010424118149
GMM,2,27182,test,765,"[0.409725783392787, -0.9153821114450693]",-0.9049494054684349,-0.9049494054684349
GMM,2,27182,test,766,"[0.6856488827615976, 0.2433082666248083]",-0.9485721425347103,-0.9485721425347103
GMM,2,27182,test,767,"[-0.6670982446521521, -0.26203323155641556]",-0.9502603746809049,-0.9502603746809049
GMM,2,13579,context,0,"[-0.2565492261201143, -0.49136262759566307]",-0.9700960851489002,-0.9700960851489002
GMM,2,13579,context,1,"[0.30536014027893543, 0.8713131044059992]",-0.918360388339868,-0.918360388339868
GMM,2,13579,context,2,"[0.575715085491538, -0.5785558447241783]",-0.935960217298631,-0.935960217298631
GMM,2,13579,context,3,"[-0.6128416415303946, 0.2142894621938467]",-0.9589627965928227,-0.9589627965928227
GMM,2,13579,context,4,"[-0.9324007853865623, -0.7563481647521257]",-0.8663391002124905,-0.8663391002124905
GMM,2,13579,context,5,"[0.8796530701220036, 0.38829948008060455]",-0.9117918214450842,-0.9117918214450842
GMM,2,13579,context,6,"[0.23631219565868378, -0.15804697386920452]",-0.9921729677302791,-0.9921729677302791
GMM,2,13579,context,7,"[-0.20312238112092018, 0.5417836271226406]",-0.9672114001304545,-0.9672114001304545
GMM,2,13579,context,8,"[-0.08675644360482693, -0.711091622710228]",-0.9504348795563943,-0.9504348795563943
GMM,2,13579,context,9,"[0.10041113756597042, 0.08126124553382397]",-0.9985023827088256,-0.9985023827088256
GMM,2,13579,context,10,"[0.7694481629878283, -0.37450915947556496]",-0.9296980969143552,-0.9296980969143552
GMM,2,13579,context,11,"[-0.7948559988290071, 0.9886516202241182]",-0.8516153317412477,-0.8516153317412477
GMM,2,13579,context,12,"[-0.72328657284379, -0.04058658145368099]",-0.9491719493021399,-0.9491719493021399
GMM,2,13579,context,13,"[0.7135076373815536, 0.6587591804563999]",-0.9100774185811561,-0.9100774185811561
GMM,2,13579,context,14,"[0.4214846231043339, -0.8894985560327768]",-0.9082751723566674,-0.9082751723566674
GMM,2,13579,context,15,"[-0.39220108836889267, 0.25564179569482803]",-0.9785107802007235,-0.9785107802007235
GMM,2,13579,context,16,"[-0.45837531983852386, -0.9822191875427961]",-0.8897978998051226,-0.8897978998051226
GMM,2,13579,context,17,"[0.4798768423497677, 0.350420456379652]",-0.9654209563051039,-0.9654209563051039
GMM,2,13579,context,18,"[0.6546506956219673, -0.0728680957108736]",-0.9577387890593203,-0.9577387890593203
GMM,2,13579,context,19,"[-0.6565867029130459, 0.6889788508415222]",-0.9136175436466043,-0.9136175436466043
GMM,2,13579,test,0,"[-0.5986852739006281, 0.8077392391860485]",-0.9040518993894154,-0.9040518993894154
GMM,2,13579,test,1,"[0.9986362662166357, -0.7707371823489666]",-0.8534608575228663,-0.8534608575228663
GMM,2,13579,test,2,"[0.09252103045582771, 0.032540978863835335]",-0.9992182419092233,-0.9992182419092233
GMM,2,13579,test,3,"[-0.44254524633288383, -0.015082156285643578]",-0.9808214652006696,-0.9808214652006696
GMM,2,13579,test,4,"[-0.17670847475528717, 0.38675427809357643]",-0.9822287195240744,-0.9822287195240744
GMM,2,13579,test,5,"[0.2962811142206192, -0.4083654619753361]",-0.9751780202360678,-0.9751780202360678
GMM,2,13579,test,6,"[0.639904098585248, 0.6467466745525599]",-0.9206327913456246,-0.9206327913456246
GMM,2,13579,test,7,"[-0.7703409921377897, -0.6800808440893888]",-0.900290286031932,-0.900290286031932
GMM,2,13579,test,8,"[-0.9519380982965231, 0.22945521399378777]",-0.9089072330086828,-0.9089072330086828
GMM,2,13579,test,9,"[0.5833725575357676, -0.19222093746066093]",-0.963210155819498,-0.963210155819498
GMM,2,13579,test,10,"[0.48971857875585556, 0.9850916285067797]",-0.8860707318638283,-0.8860707318638283
GMM,2,13579,test,11,"[-0.10833562165498734, -0.9673767443746328]",-0.9102317388126346,-0.9102317388126346
GMM,2,13579,test,12,"[-0.2804796136915684, 0.5916781462728977]",-0.9581739011003451,-0.9581739011003451
GMM,2,13579,test,13,"[0.12952157482504845, -0.6130494810640812]",-0.9619065468381249,-0.9619065468381249
GMM,2,13579,test,14,"[0.7856678050011396, 0.31999758817255497]",-0.930675128575407,-0.930675128575407
GMM,2,13579,test,15,"[-0.6865896005183458, -0.35308332554996014]",-0.9424947827579434,-0.9424947827579434
GMM,2,13579,test,16,"[-0.7279768921434879, 0.2762623354792595]",-0.9414333146853716,-0.9414333146853716
GMM,2,13579,test,17,"[0.8622037135064602, -0.3015417754650116]",-0.9202370161033301,-0.9202370161033301
GMM,2,13579,test,18,"[0.2058213334530592, 0.5006449427455664]",-0.9712288960346068,-0.9712288960346068
GMM,2,13579,test,19,"[-0.3216154891997576, -0.5454513896256685]",-0.9610791556991326,-0.9610791556991326
GMM,2,13579,test,20,"[-0.05522189103066921, 0.919869139790535]",-0.9186826362052293,-0.9186826362052293
GMM,2,13579,test,21,"[0.4092839900404215, -0.8787305876612663]",-0.9109168558744274,-0.9109168558744274
GMM,2,13579,test,22,"[0.5031586214900017, 0.17944240383803844]",-0.972006506798018,-0.972006506798018
GMM,2,13579,test,23,"[-0.8990908041596413, -0.15001060999929905]",-0.9206385270738471,-0.9206385270738471
GMM,2,13579,test,24,"[-0.8151544779539108, 0.6982925459742546]",-0.8914463032841213,-0.8914463032841213
GMM,2,13579,test,25,"[0.712038442492485, -0.7238118350505829]",-0.9025579294215575,-0.9025579294215575
GMM,2,13579,test,26,"[0.36819385178387165, 0.45434810779988766]",-0.9664807150779479,-0.9664807150779479
GMM,2,13579,test,27,"[-0.22125457040965557, -0.49940298683941364]",-0.9709607213457341,-0.9709607213457341
GMM,2,13579,test,28,"[-0.3938333187252283, 0.12119908630847931]",-0.983371830576308,-0.983371830576308
GMM,2,13579,test,29,"[0.008660485967993736, -0.08029275387525558]",-0.9995568895294688,-0.9995568895294688
GMM,2,13579,test,30,"[0.9150128252804279, 0.8499376755207777]",-0.8556446030551691,-0.8556446030551691
GMM,2,13579,test,31,"[-0.5502257160842419, -0.8207619432359934]",-0.90751728775342,-0.90751728775342
GMM,2,13579,test,32,"[-0.5032532755285501, 0.030647285282611847]",-0.9751397794095085,-0.9751397794095085
GMM,2,13579,test,33,"[0.8991835471242666, -0.04810284078121185]",-0.92231141672936,-0.92231141672936
GMM,2,13579,test,34,"[0.05556020513176918, 0.7550642844289541]",-0.9443859734695806,-0.9443859734695806
GMM,2,13579,test,35,"[-0.40962040051817894, -0.7920390982180834]",-0.9240810338217315,-0.9240810338217315
GMM,2,13579,test,36,"[-0.20572668313980103, 0.6645075976848602]",-0.9528907931445263,-0.9528907931445263
GMM,2,13579,test,37,"[0.3215227425098419, -0.6311929300427437]",-0.9514838419800927,-0.9514838419800927
GMM,2,13579,test,38,"[0.7276385743170977, 0.4240464698523283]",-0.9316283571234815,-0.9316283571234815
GMM,2,13579,test,39,"[-0.861867306753993, -0.4024463091045618]",-0.9139114642200816,-0.9139114642200816
GMM,2,13579,test,40,"[-0.9146187212318182, 0.9517047479748726]",-0.8404122583350704,-0.8404122583350704
GMM,2,13579,test,41,"[0.549829700961709, -0.9693925231695175]",-0.8839040541094018,-0.8839040541094018
GMM,2,13579,test,42,"[0.3936838284134865, 0.2077870722860098]",-0.9805155364904659,-0.9805155364904659
GMM,2,13579,test,43,"[-0.008509092032909393, -0.24501794762909412]",-0.9942620151239948,-0.9942620151239948
GMM,2,13579,test,44,"[-0.3685879595577717, 0.36876341700553894]",-0.9733558662655002,-0.9733558662655002
GMM,2,13579,test,45,"[0.22165058180689812, -0.33568859845399857]",-0.9842301519980693,-0.9842301519980693
GMM,2,13579,test,46,"[0.8153039645403624, 0.5974752437323332]",-0.9029537455259088,-0.9029537455259088
GMM,2,13579,test,47,"[-0.7121898401528597, -0.5761235151439905]",-0.9199540084154759,-0.9199540084154759
GMM,2,13579,test,48,"[-0.6398156471550465, 0.5611323975026608]",-0.9303535029895363,-0.9303535029895363
GMM,2,13579,test,49,"[0.7702506296336651, -0.5163369737565517]",-0.9179877610931088,-0.9179877610931088
GMM,2,13579,test,50,"[0.17637540213763714, 0.285968529060483]",-0.988906732303436,-0.988906732303436
GMM,2,13579,test,51,"[-0.29594613797962666, -0.2607085909694433]",-0.9848425030019142,-0.9848425030019142
GMM,2,13579,test,52,"[-0.09260948561131954, 0.13433771207928658]",-0.9975133982291362,-0.9975133982291362
GMM,2,13579,test,53,"[0.4426356051117182, -0.16374226287007332]",-0.9781961733699954,-0.9781961733699954
GMM,2,13579,test,54,"[0.5990183427929878, 0.8942957166582346]",-0.8906591808403134,-0.8906591808403134
GMM,2,13579,test,55,"[-0.9989712461829185, -0.9354310017079115]",-0.8298930001609046,-0.8298930001609046
GMM,2,13579,test,56,"[-0.7860671579837799, 0.48382874950766563]",-0.9185923400846931,-0.9185923400846931
GMM,2,13579,test,57,"[0.686987042427063, -0.43879347667098045]",-0.9360489947413958,-0.9360489947413958
GMM,2,13579,test,58,"[0.28063529916107655, 0.7394919265061617]",-0.9394369840599776,-0.9394369840599776
GMM,2,13579,test,59,"[-0.1296753566712141, -0.7139835562556982]",-0.949163396950248,-0.949163396950248
GMM,2,13579,test,60,"[-0.4893192294985056, 0.8363280780613422]",-0.9105548680754217,-0.9105548680754217
GMM,2,13579,test,61,"[0.10793817602097988, -0.8655004091560841]",-0.9273160610701612,-0.9273160610701612
GMM,2,13579,test,62,"[0.9517824091017246, 0.06462075747549534]",-0.9131779529935864,-0.9131779529935864
GMM,2,13579,test,63,"[-0.5832187794148922, -0.10549998097121716]",-0.9657616346381368,-0.9657616346381368
GMM,2,13579,test,64,"[-0.5713321603834629, 0.41202256828546524]",-0.9518013727248135,-0.9518013727248135
GMM,2,13579,test,65,"[0.9556734226644039, -0.38651610910892487]",-0.8995071828668263,-0.8995071828668263
GMM,2,13579,test,66,"[0.11204281263053417, 0.6871516164392233]",-0.9527778453035837,-0.9527778453035837
GMM,2,13579,test,67,"[-0.4777072686702013, -0.6421182472258806]",-0.9383947104069648,-0.9383947104069648
GMM,2,13579,test,68,"[-0.1493744309991598, 0.7685530185699463]",-0.940657558116166,-0.940657558116166
GMM,2,13579,test,69,"[0.25330683030188084, -0.8094341531395912]",-0.9311284393135226,-0.9311284393135226
GMM,2,13579,test,70,"[0.6594449505209923, 0.008491558954119682]",-0.9576152540798898,-0.9576152540798898
GMM,2,13579,test,71,"[-0.8054915741086006, -0.03766579367220402]",-0.9373646557499491,-0.9373646557499491
GMM,2,13579,test,72,"[-0.9714901596307755, 0.6132833734154701]",-0.8766792111635854,-0.8766792111635854
GMM,2,13579,test,73,"[0.6185038238763809, -0.5880253463983536]",-0.9301723523795404,-0.9301723523795404
GMM,2,13579,test,74,"[0.4623957443982363, 0.357716029509902]",-0.966512289246616,-0.966512289246616
GMM,2,13579,test,75,"[-0.06534202210605145, -0.3129225093871355]",-0.9901116540953685,-0.9901116540953685
GMM,2,13579,test,76,"[-0.29998970963060856, 0.19051408767700195]",-0.9876354694267055,-0.9876354694267055
GMM,2,13579,test,77,"[0.16470243595540524, -0.23165128380060196]",-0.992199584417347,-0.992199584417347
GMM,2,13579,test,78,"[0.7583030052483082, 0.9622638653963804]",-0.8606744880302247,-0.8606744880302247
GMM,2,13579,test,79,"[-0.6436455957591534, -0.9916703198105097]",-0.8702247672249425,-0.8702247672249425
GMM,2,13579,test,80,"[-0.6928264293819666, 0.8789759241044521]",-0.8824898732071494,-0.8824898732071494
GMM,2,13579,test,81,"[0.8426629807800055, -0.916204895824194]",-0.8571471572796523,-0.8571471572796523
GMM,2,13579,test,82,"[0.24879597499966621, 0.15466238744556904]",-0.9916047602253426,-0.9916047602253426
GMM,2,13579,test,83,"[-0.3489498905837536, -0.17234825156629086]",-0.9852264256250685,-0.9852264256250685
GMM,2,13579,test,84,"[-0.020059987902641296, 0.29982348158955574]",-0.9911531571540297,-0.9911531571540297
GMM,2,13579,test,85,"[0.3897623270750046, -0.27846984937787056]",-0.9775769007369253,-0.9775769007369253
GMM,2,13579,test,86,"[0.5461218226701021, 0.540319437161088]",-0.9427762643362783,-0.9427762643362783
GMM,2,13579,test,87,"[-0.9264442753046751, -0.5072427075356245]",-0.8949073483529583,-0.8949073483529583
GMM,2,13579,test,88,"[-0.8580983635038137, 0.08396893367171288]",-0.928675746447005,-0.928675746447005
GMM,2,13579,test,89,"[0.739403123036027, -0.12094184383749962]",-0.9456265247921278,-0.9456265247921278
GMM,2,13579,test,90,"[0.3330126330256462, 0.8278441596776247]",-0.9235374454957125,-0.9235374454957125
GMM,2,13579,test,91,"[-0.20174411684274673, -0.8452978041023016]",-0.9278008598044747,-0.9278008598044747
GMM,2,13579,test,92,"[-0.43682679906487465, 0.7216085977852345]",-0.9314815825527393,-0.9314815825527393
GMM,2,13579,test,93,"[0.03598320111632347, -0.7000065334141254]",-0.952510513363741,-0.952510513363741
GMM,2,13579,test,94,"[0.8798812013119459, 0.4928009454160929]",-0.9033854135258989,-0.9033854135258989
GMM,2,13579,test,95,"[-0.5306732971221209, -0.4594843667000532]",-0.9522887616235151,-0.9522887616235151
GMM,2,13579,test,96,"[-0.546212662011385, 0.6265440098941326]",-0.9334324952520405,-0.9334324952520405
GMM,2,13579,test,97,"[0.9265332035720348, -0.6715969853103161]",-0.8777540833471266,-0.8777540833471266
GMM,2,13579,test,98,"[0.02039448730647564, 0.40219620056450367]",-0.984039866081376,-0.984039866081376
GMM,2,13579,test,99,"[-0.3900949228554964, -0.42771357856690884]",-0.9673844053470393,-0.9673844053470393
GMM,2,13579,test,100,"[-0.24870513938367367, 0.05323192849755287]",-0.9937527202065819,-0.9937527202065819
GMM,2,13579,test,101,"[0.34886095859110355, -0.02405429258942604]",-0.9880316700604733,-0.9880316700604733
GMM,2,13579,test,102,"[0.692491926252842, 0.793762156739831]",-0.8950366020256384,-0.8950366020256384
GMM,2,13579,test,103,"[-0.8423303887248039, -0.7528539132326841]",-0.880729245278373,-0.880729245278373
GMM,2,13579,test,104,"[-0.8794832825660706, 0.32860351726412773]",-0.9159295598481596,-0.9159295598481596
GMM,2,13579,test,105,"[0.5302734673023224, -0.3734080605208874]",-0.9591122077022574,-0.9591122077022574
GMM,2,13579,test,106,"[0.4366734940558672, 0.572452099993825]",-0.9495698132757528,-0.9495698132757528
GMM,2,13579,test,107,"[-0.0358279924839735, -0.597729628905654]",-0.9651751733206121,-0.9651751733206121
GMM,2,13579,test,108,"[-0.33341055549681187, 0.9759974218904972]",-0.8992241507475272,-0.8992241507475272
GMM,2,13579,test,109,"[0.2021439429372549, -0.9465637244284153]",-0.9112122341693478,-0.9112122341693478
GMM,2,13579,test,110,"[0.8582516647875309, 0.24721641279757023]",-0.9234538707894931,-0.9234538707894931
GMM,2,13579,test,111,"[-0.7395583353936672, -0.20607594959437847]",-0.9430962556886606,-0.9430962556886606
GMM,2,13579,test,112,"[-0.6593526843935251, 0.1566762551665306]",-0.9553632692314413,-0.9553632692314413
GMM,2,13579,test,113,"[0.8053973969072104, -0.13896328210830688]",-0.9356061464424453,-0.9356061464424453
GMM,2,13579,test,114,"[0.14903754368424416, 0.9317710306495428]",-0.9148866246771352,-0.9148866246771352
GMM,2,13579,test,115,"[-0.25296803936362267, -0.8945386577397585]",-0.9177862443002753,-0.9177862443002753
GMM,2,13579,test,116,"[-0.11213508248329163, 0.5229227989912033]",-0.9719300089085589,-0.9719300089085589
GMM,2,13579,test,117,"[0.47780144214630127, -0.5560104474425316]",-0.9480635559429892,-0.9480635559429892
GMM,2,13579,test,118,"[0.5716690439730883, 0.26289561204612255]",-0.9613060489247376,-0.9613060489247376
GMM,2,13579,test,119,"[-0.9560122173279524, -0.28426885046064854]",-0.9057252486812769,-0.9057252486812769
GMM,2,13579,test,120,"[-0.7586985435336828, 0.8608629330992699]",-0.8768741901183394,-0.8768741901183394
GMM,2,13579,test,121,"[0.6440392229706049, -0.8434060215950012]",-0.8940973962516438,-0.8940973962516438
GMM,2,13579,test,122,"[0.3001415804028511, 0.10526894591748714]",-0.9900922177158423,-0.9900922177158423
GMM,2,13579,test,123,"[-0.16485240310430527, -0.06826879270374775]",-0.9970385157402528,-0.9970385157402528
GMM,2,13579,test,124,"[-0.46200020983815193, 0.4439111202955246]",-0.9599647430274026,-0.9599647430274026
GMM,2,13579,test,125,"[0.06494839116930962, -0.4772472009062767]",-0.9774078430959716,-0.9774078430959716
GMM,2,13579,test,126,"[0.9713382851332426, 0.7156875412911177]",-0.864593597384916,-0.864593597384916
GMM,2,13579,test,127,"[-0.6183538604527712, -0.7373006287962198]",-0.9120631755658797,-0.9120631755658797
GMM,2,13579,test,128,"[-0.610186018049717, 0.2149454914033413]",-0.9592465546663466,-0.9592465546663466
GMM,2,13579,test,129,"[0.9797510430216789, -0.2365473173558712]",-0.9036645008106342,-0.9036645008106342
GMM,2,13579,test,130,"[0.07362579740583897, 0.9436921048909426]",-0.914383187685553,-0.914383187685553
GMM,2,13579,test,131,"[-0.45405504666268826, -0.9770084526389837]",-0.8910528850368702,-0.8910528850368702
GMM,2,13579,test,132,"[-0.15738788433372974, 0.6045380420982838]",-0.9618538033142999,-0.9618538033142999
GMM,2,13579,test,133,"[0.3073617797344923, -0.5675653703510761]",-0.9595833206612612,-0.9595833206612612
GMM,2,13579,test,134,"[0.6509795151650906, 0.36060177721083164]",-0.946233189543651,-0.946233189543651
GMM,2,13579,test,135,"[-0.7510266043245792, -0.34314837865531445]",-0.9344646539471193,-0.9344646539471193
GMM,2,13579,test,136,"[-0.9639340452849865, 0.76362269744277]",-0.8599774521854313,-0.8599774521854313
GMM,2,13579,test,137,"[0.5630141384899616, -0.7849760912358761]",-0.9114492242651312,-0.9114492242651312
GMM,2,13579,test,138,"[0.46936636231839657, 0.023187773302197456]",-0.9783309287016049,-0.9783309287016049
GMM,2,13579,test,139,"[-0.1203263197094202, -0.05626427195966244]",-0.9984482206197275,-0.9984482206197275
GMM,2,13579,test,140,"[-0.2606786321848631, 0.4325168915092945]",-0.9749725237757887,-0.9749725237757887
GMM,2,13579,test,141,"[0.1420596707612276, -0.3952881582081318]",-0.98281596144955,-0.98281596144955
