dim,seed,delta,method,selected_y,normalized_regret,target_only_normalized_regret,regret_reduction,true_rank,acquisition_rank,hit_top10,filter_active,retained_fraction,target_top1_retained,compatibility_trust,compatibility_raw_evidence,compatibility_spearman,source_regions
5,777,1.0,Adaptive-Filter,-0.014667081795166386,0.7118833187377528,0.9999998209744021,0.2881165022366493,3,1,1.0,1.0,0.82,0.0,0.24148601398599745,0.402972027972028,0.6013986013986015,3
5,777,2.0,Fixed-Filter,-9.188945206797178e-06,0.9998194979794881,0.9999998209744021,0.00018032299491399506,45,4,0.0,1.0,0.25,0.0,1.0,0.6271853146853148,0.8111888111888113,3
5,777,2.0,Adaptive-Filter,-9.288989943210572e-09,0.9999998209744021,0.9999998209744021,0.0,75,0,0.0,1.0,0.74,1.0,0.35359265734263384,0.6271853146853148,0.8111888111888113,3
5,777,4.0,Fixed-Filter,-9.188945206797178e-06,0.9998194979794881,0.9999998209744021,0.00018032299491399506,45,4,0.0,1.0,0.25,0.0,1.0,0.33610139860139865,0.43356643356643365,3
5,777,4.0,Adaptive-Filter,-9.288989943210572e-09,0.9999998209744021,0.9999998209744021,0.0,75,0,0.0,1.0,0.85,1.0,0.20805069930068484,0.33610139860139865,0.43356643356643365,3
5,999,0.0,Fixed-Filter,-2.812872002503177e-06,0.9999916821507765,0.9999916821507765,0.0,40,0,0.0,1.0,0.25,1.0,1.0,0.43750000000000006,0.6363636363636365,3
5,999,0.0,Adaptive-Filter,-2.812872002503177e-06,0.9999916821507765,0.9999916821507765,0.0,40,0,0.0,1.0,0.81,1.0,0.2587499999999824,0.43750000000000006,0.6363636363636365,3
5,999,0.25,Fixed-Filter,-0.12222275174599621,0.6385752357046421,0.9999916821507765,0.36141644644613435,1,9,1.0,1.0,0.25,0.0,1.0,0.42395104895104896,0.6433566433566434,3
5,999,0.25,Adaptive-Filter,-2.812872002503177e-06,0.9999916821507765,0.9999916821507765,0.0,40,0,0.0,1.0,0.82,1.0,0.25197552447550725,0.42395104895104896,0.6433566433566434,3
5,999,0.5,Fixed-Filter,-0.00022003998688180937,0.9993493200889498,0.9999916821507765,0.0006423620618266623,19,3,0.0,1.0,0.25,0.0,1.0,0.055944055944055944,0.11188811188811189,3
5,999,0.5,Adaptive-Filter,-2.812872002503177e-06,0.9999916821507765,0.9999916821507765,0.0,40,0,0.0,1.0,0.95,1.0,0.06797202797202223,0.055944055944055944,0.11188811188811189,3
5,999,1.0,Fixed-Filter,-0.0015128558443890064,0.9955263357425808,0.9999916821507765,0.004465346408195736,10,2,0.0,1.0,0.25,0.0,1.0,0.5852272727272727,0.7272727272727274,3
5,999,1.0,Adaptive-Filter,-2.812872002503177e-06,0.9999916821507765,0.9999916821507765,0.0,40,0,0.0,1.0,0.76,1.0,0.3326136363636141,0.5852272727272727,0.7272727272727274,3
5,999,2.0,Fixed-Filter,-0.0015128558443890064,0.9955263357425808,0.9999916821507765,0.004465346408195736,10,2,0.0,1.0,0.25,0.0,1.0,0.4632867132867133,0.5174825174825175,3
5,999,2.0,Adaptive-Filter,-2.812872002503177e-06,0.9999916821507765,0.9999916821507765,0.0,40,0,0.0,1.0,0.8,1.0,0.27164335664333816,0.4632867132867133,0.5174825174825175,3
5,999,4.0,Fixed-Filter,-2.812872002503177e-06,0.9999916821507765,0.9999916821507765,0.0,40,0,0.0,1.0,0.25,1.0,1.0,0.3321678321678322,0.3916083916083916,3
5,999,4.0,Adaptive-Filter,-2.812872002503177e-06,0.9999916821507765,0.9999916821507765,0.0,40,0,0.0,1.0,0.85,1.0,0.20608391608390175,0.3321678321678322,0.3916083916083916,3
5,1234,0.0,Fixed-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.25,1.0,1.0,0.7517482517482518,0.9580419580419581,3
5,1234,0.0,Adaptive-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.69,1.0,0.41587412587409844,0.7517482517482518,0.9580419580419581,3
5,1234,0.25,Fixed-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.25,1.0,1.0,0.49256993006993016,0.6783216783216784,3
5,1234,0.25,Adaptive-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.79,1.0,0.2862849650349457,0.49256993006993016,0.6783216783216784,3
5,1234,0.5,Fixed-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.25,1.0,1.0,0.6717657342657344,0.8321678321678322,3
5,1234,0.5,Adaptive-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.72,1.0,0.3758828671328422,0.6717657342657344,0.8321678321678322,3
5,1234,1.0,Fixed-Filter,-4.387936261286803e-05,0.9991422932230908,0.22953785429093207,-0.7696044389321587,44,2,0.0,1.0,0.25,0.0,1.0,0.2819055944055944,0.46153846153846156,3
5,1234,1.0,Adaptive-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.87,1.0,0.1809527972027844,0.2819055944055944,0.46153846153846156,3
5,1234,2.0,Fixed-Filter,-0.019174094316467945,0.6249077711746779,0.22953785429093207,-0.3953699168837458,5,1,1.0,1.0,0.25,0.0,1.0,0.5992132867132867,0.7552447552447553,3
5,1234,2.0,Adaptive-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.75,1.0,0.3396066433566206,0.5992132867132867,0.7552447552447553,3
5,1234,4.0,Fixed-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.25,1.0,1.0,0.44449300699300703,0.6503496503496504,3
5,1234,4.0,Adaptive-Filter,-0.03938471372932751,0.22953785429093207,0.22953785429093207,0.0,2,0,1.0,1.0,0.81,1.0,0.26224650349648565,0.44449300699300703,0.6503496503496504,3
5,5678,0.0,Fixed-Filter,-1.5743869708996208e-05,0.9999390318567097,0.9999983761491706,5.934429246090556e-05,54,3,0.0,1.0,0.25,0.0,1.0,0.48382867132867136,0.5244755244755246,3
5,5678,0.0,Adaptive-Filter,-4.201575691498298e-07,0.9999983761491706,0.9999983761491706,0.0,69,0,0.0,1.0,0.79,1.0,0.28191433566431656,0.48382867132867136,0.5244755244755246,3
5,5678,0.25,Fixed-Filter,-0.0007823358490866997,0.9969702434712856,0.9999983761491706,0.0030281326778850426,31,11,0.0,1.0,0.25,0.0,1.0,0.44755244755244766,0.6223776223776225,3
5,5678,0.25,Adaptive-Filter,-4.201575691498298e-07,0.9999983761491706,0.9999983761491706,0.0,69,0,0.0,1.0,0.81,1.0,0.26377622377620585,0.44755244755244766,0.6223776223776225,3
5,5678,0.5,Fixed-Filter,-0.0007823358490866997,0.9969702434712856,0.9999983761491706,0.0030281326778850426,31,11,0.0,1.0,0.25,0.0,1.0,0.44755244755244766,0.6223776223776225,3
5,5678,0.5,Adaptive-Filter,-4.201575691498298e-07,0.9999983761491706,0.9999983761491706,0.0,69,0,0.0,1.0,0.81,1.0,0.26377622377620585,0.44755244755244766,0.6223776223776225,3
5,5678,1.0,Fixed-Filter,-0.0007823358490866997,0.9969702434712856,0.9999983761491706,0.0030281326778850426,31,11,0.0,1.0,0.25,0.0,1.0,0.5083041958041958,0.5734265734265735,3
5,5678,1.0,Adaptive-Filter,-4.201575691498298e-07,0.9999983761491706,0.9999983761491706,0.0,69,0,0.0,1.0,0.78,1.0,0.294152097902078,0.5083041958041958,0.5734265734265735,3
5,5678,2.0,Fixed-Filter,-0.0007823358490866997,0.9969702434712856,0.9999983761491706,0.0030281326778850426,31,11,0.0,1.0,0.25,0.0,1.0,0.31643356643356646,0.49650349650349657,3
5,5678,2.0,Adaptive-Filter,-4.201575691498298e-07,0.9999983761491706,0.9999983761491706,0.0,69,0,0.0,1.0,0.86,1.0,0.19821678321676936,0.31643356643356646,0.49650349650349657,3
5,5678,4.0,Fixed-Filter,-0.00014781783185837703,0.999427547709479,0.9999983761491706,0.0005708284396916952,43,7,0.0,1.0,0.25,0.0,1.0,0.30113636363636365,0.3636363636363637,3
5,5678,4.0,Adaptive-Filter,-4.201575691498298e-07,0.9999983761491706,0.9999983761491706,0.0,69,0,0.0,1.0,0.86,1.0,0.19056818181816845,0.30113636363636365,0.3636363636363637,3
5,8888,0.0,Fixed-Filter,-1.4516070428651482e-07,0.9999991142993636,0.9999999997297079,8.85430344266247e-07,52,1,0.0,1.0,0.25,0.0,1.0,0.6057692307692307,0.7342657342657343,3
5,8888,0.0,Adaptive-Filter,-1.4516070428651482e-07,0.9999991142993636,0.9999999997297079,8.85430344266247e-07,52,1,0.0,1.0,0.75,0.0,0.3428846153845925,0.6057692307692307,0.7342657342657343,3
5,8888,0.25,Fixed-Filter,-0.014584808789150918,0.9109941703931471,0.9999999997297079,0.08900582933656076,2,4,1.0,1.0,0.25,0.0,1.0,0.50743006993007,0.5034965034965035,3
5,8888,0.25,Adaptive-Filter,-7.096915269966159e-11,0.9999999997297079,0.9999999997297079,0.0,87,0,0.0,1.0,0.78,1.0,0.29371503496501516,0.50743006993007,0.5034965034965035,3
5,8888,0.5,Fixed-Filter,-0.014584808789150918,0.9109941703931471,0.9999999997297079,0.08900582933656076,2,4,1.0,1.0,0.25,0.0,1.0,0.3693181818181819,0.3636363636363637,3
5,8888,0.5,Adaptive-Filter,-7.096915269966159e-11,0.9999999997297079,0.9999999997297079,0.0,87,0,0.0,1.0,0.84,1.0,0.22465909090907543,0.3693181818181819,0.3636363636363637,3
5,8888,1.0,Fixed-Filter,-0.014584808789150918,0.9109941703931471,0.9999999997297079,0.08900582933656076,2,4,1.0,1.0,0.25,0.0,1.0,0.1691433566433566,0.16783216783216784,3
5,8888,1.0,Adaptive-Filter,-7.096915269966159e-11,0.9999999997297079,0.9999999997297079,0.0,87,0,0.0,1.0,0.91,1.0,0.12457167832166904,0.1691433566433566,0.16783216783216784,3
5,8888,2.0,Fixed-Filter,-1.4516070428651482e-07,0.9999991142993636,0.9999999997297079,8.85430344266247e-07,52,1,0.0,1.0,0.25,0.0,1.0,0.0,-0.16083916083916086,3
5,8888,2.0,Adaptive-Filter,-7.096915269966159e-11,0.9999999997297079,0.9999999997297079,0.0,87,0,0.0,0.0,1.0,1.0,0.039999999999996004,0.0,-0.16083916083916086,3
5,8888,4.0,Fixed-Filter,-1.4516070428651482e-07,0.9999991142993636,0.9999999997297079,8.85430344266247e-07,52,1,0.0,1.0,0.25,0.0,1.0,0.0,-0.1398601398601399,3
5,8888,4.0,Adaptive-Filter,-7.096915269966159e-11,0.9999999997297079,0.9999999997297079,0.0,87,0,0.0,0.0,1.0,1.0,0.039999999999996004,0.0,-0.1398601398601399,3
